id,genre,track_name,artist_name,valence,acousticness,danceability,instrumentalness,key,liveness,loudness,speechiness,tempo,energy
1S9Rw3ETeDYzDdrRWXKhn3,soundtracks,"A Whole New World - From ""Aladdin"" / Soundtrack Version",Various Artists,0.191,0.853,0.293,1.51e-06,0,0.103,-15.785,0.0341,125.694,0.206
4OnqJ1ml4Jgr5AAKNrrYCD,soundtracks,Down in Mexico,The Coasters,0.894,0.7,0.614,0.0,1,0.069,-8.667,0.0573,111.879,0.589
3EGzq5oQtJe4MxWv1fD2W0,soundtracks,Bumblebee,Various Artists,0.0394,0.442,0.332,0.842,2,0.142,-19.306,0.035,152.287,0.215
2Rddbad3XaTds95LY8iidH,soundtracks,What's This?,Various Artists,0.489,0.804,0.542,9.53e-06,5,0.308,-13.547,0.0612,81.04,0.411
0W8BNfD6JCcqVUzpuBFUhn,soundtracks,To Know My Enemy,Hans Zimmer,0.0368,0.199,0.0833,0.892,7,0.111,-19.98,0.0479,71.013,0.222
2RWMaxTOvjadKecWquqq09,soundtracks,Little Green Bag,Various Artists,0.867,0.0286,0.702,0.00105,7,0.0788,-9.898,0.0302,103.447,0.736
03xWMkKEbeO4SnylA53ipj,soundtracks,"When Will My Life Begin? - From ""Tangled"" / Soundtrack Version",Various Artists,0.385,0.112,0.673,0.0,4,0.0897,-7.581,0.0317,108.066,0.42
3s7IxbPCt3cVSiGhZ3HwvR,soundtracks,Painted Sun in Abstract,Trent Reznor and Atticus Ross,0.136,0.844,0.494,0.912,10,0.0788,-18.563,0.0331,112.02,0.28
4V2s08BMEqJWIfa3PcNOpR,soundtracks,Captain America,Various Artists,0.33,0.831,0.224,0.754,5,0.123,-10.157,0.0306,94.672,0.4
7yyTZAgwQUy1a5kDjQJJNN,soundtracks,"Poor Unfortunate Souls - From ""The Little Mermaid"" / Soundtrack Version",Various Artists,0.362,0.771,0.388,0.0,0,0.369,-17.924,0.106,79.78,0.171
2HLq0XpKeKuFi6mC1CZr6P,soundtracks,Where I Come From,Various Artists,0.254,0.132,0.612,0.416,4,0.0525,-8.414,0.0316,105.045,0.74
4sFm55faKi7jGffFCg0waW,soundtracks,Prologue,Patrick Doyle,0.198,0.741,0.416,0.974,2,0.079,-18.821,0.0325,95.01,0.342
6zln8XF6yTVmLXVED5KgRm,soundtracks,The Emperor Is Dead,The Lyndhurst Orchestra,0.0307,0.944,0.237,0.96,9,0.127,-34.379,0.0493,109.537,0.0118
7pKo3vzmrlG2KcRVqzdoA5,soundtracks,Carbon Prevails,Trent Reznor and Atticus Ross,0.0928,0.0635,0.429,0.853,10,0.0984,-11.087,0.0747,195.926,0.368
44MUVdZZk37Dst7HslsicL,soundtracks,Soccent Attack,Various Artists,0.235,0.525,0.482,0.931,2,0.142,-14.219,0.0508,150.023,0.634
57BzQdQvLWp2RTRNQVF002,soundtracks,Maximus,The Lyndhurst Orchestra,0.15,0.778,0.436,0.556,2,0.11,-29.557,0.0827,173.788,0.00358
60lpxsz5DjjZAChH8dzFDt,soundtracks,Making Christmas,Various Artists,0.256,0.69,0.559,9.87e-05,11,0.122,-12.86,0.108,140.238,0.386
53Ye9TsbhvZY3cn6KXZN5e,soundtracks,Angelica - Grant Us Peace Remix / Remixed By Ki:Theory,Hans Zimmer,0.963,0.201,0.785,0.912,5,0.0829,-11.302,0.0398,115.831,0.648
74nyl9FzVtCBLex9t2IbR0,soundtracks,La valse des vieux os,Yann Tiersen,0.445,0.932,0.482,0.0311,3,0.225,-11.357,0.0376,121.657,0.249
45pKftYJKDnAuNYgGHcddL,soundtracks,Main Title - Young Peter,James Horner,0.0381,0.849,0.201,0.816,7,0.063,-21.665,0.0385,141.456,0.141
3x8JiN6t8qRzKjt3pGgsM1,soundtracks,Moving On,Michael Giacchino,0.0361,0.977,0.202,0.797,2,0.0666,-18.911,0.0492,113.5,0.0389
6Ac4NVYYl2U73QiTt11ZKd,soundtracks,Hooked On A Feeling,Blue Swede,0.933,0.261,0.547,0.0,8,0.3,-6.728,0.0805,118.208,0.82
1TNFOXxCmzx57mxZfuPOAN,soundtracks,A Familiar Taste,Trent Reznor and Atticus Ross,0.279,0.486,0.705,0.876,1,0.0878,-8.615,0.0652,148.008,0.828
41FnNTSyRaEw4m4kaGr7h5,soundtracks,Sorrow,The Lyndhurst Orchestra,0.0433,0.821,0.2,0.852,8,0.12,-23.052,0.0415,84.544,0.133
0CwA0V3YfgmF4b8EohtIgV,soundtracks,"Suite (From ""Robin Hood: Prince of Thieves"")",Various Artists,0.195,0.402,0.224,0.107,5,0.0611,-12.257,0.0427,137.615,0.423
5IkSYqcwkCrkyLqMzLxyLc,soundtracks,Theme From Pirates Of The Caribbean: He's A Pirate,Movie Sounds Unlimited,0.198,0.073,0.668,0.765,7,0.0922,-10.275,0.0409,105.742,0.678
7Ma4XgLDtkEnP6q6Jn3YmN,soundtracks,I Didn't Mean It - Vibey Version,Various Artists,0.763,0.241,0.559,0.057,7,0.126,-3.726,0.0332,93.393,0.784
5A9AILetvfQg3LHyX5X0pV,spanish,Yo También (feat. Marc Anthony),Romeo Santos,0.738,0.396,0.645,0.0,4,0.111,-4.248,0.0566,91.459,0.786
2USyvcBpPjhW0rgiD2R8Bp,spanish,Mariposa Traicionera,Maná,0.907,0.527,0.773,0.000354,5,0.113,-4.954,0.0326,101.143,0.794
0UmKpmFDIaUSmuPVq74q9G,spanish,Aqui Estoy (The Stand) - Live,Hillsong UNITED,0.0616,0.563,0.33,0.00169,9,0.0967,-11.808,0.0308,141.74,0.279
68RvCYDKtz9HR1WMR9D9VV,spanish,Un Buen Perdedor,Franco De Vita,0.287,0.559,0.493,6.46e-05,7,0.709,-6.454,0.0389,140.239,0.606
2U4kPiipwfc2oHmd0nGoj5,spanish,Dutty Love,Don Omar,0.899,0.232,0.742,1.17e-05,1,0.114,-3.373,0.082,90.004,0.873
3O3OBJ8WjWIPc2CjhfPMSV,spanish,Soberbio,Romeo Santos,0.766,0.5,0.752,0.0,5,0.0801,-5.156,0.0432,118.011,0.665
0YQo2ntxXUnFqczjPq2YnV,spanish,Devoción,Shakira,0.222,0.00294,0.507,9.43e-05,0,0.333,-2.995,0.0547,94.008,0.934
43GjYlBkIaEW2laq9D4Rr0,spanish,Lucha De Gigantes,Various Artists,0.144,0.0505,0.394,0.000163,11,0.108,-7.932,0.0302,113.341,0.622
47ehW8KNY6XhEtwMYAY0br,spanish,Ya Es Muy Tarde,La Arrolladora Banda El Limón De Rene Camacho,0.946,0.451,0.681,0.0,5,0.0516,-3.731,0.0378,107.883,0.651
7cbIpVuuwTus7ax2tpVEQg,spanish,Tu Cuerpo,Pitbull,0.53,0.0132,0.799,7.34e-06,8,0.123,-7.31,0.108,127.032,0.708
7naK9x0smcGuHQDXaVgh42,spanish,Lágrimas desordenadas,Melendi,0.653,0.238,0.641,0.0,9,0.108,-3.52,0.0735,160.1,0.937
6HhC1DIBPa0cAV1WsuIh2U,spanish,Te Regalo el Mar,Prince Royce,0.791,0.143,0.803,0.0,9,0.267,-6.267,0.0396,126.945,0.644
0lff0IjgOLnMpsqWFrj9Hy,spanish,Besas Tan Bien,Farruko,0.514,0.015,0.583,4.44e-05,10,0.198,-3.916,0.0399,172.07,0.812
6eOT73H5zfEwTCe1Y0FDCc,spanish,Sin documentos,Los Rodriguez,0.839,0.565,0.387,4.75e-06,7,0.0921,-2.84,0.101,192.387,0.972
7nY8fkDi2zmlQQHGSN9U9m,spanish,Mi soledad y yo,Alejandro Sanz,0.217,0.163,0.281,1.05e-05,8,0.12,-7.045,0.0333,78.77,0.534
5TA7wLBogohCKbyuCMHBKY,spanish,Oye Mi Amor,Maná,0.962,0.0102,0.543,0.00585,11,0.0862,-6.658,0.039,162.241,0.903
15NSe1FdZZm21tDtygLHsq,spanish,Y Que Quede Claro,La Arrolladora Banda El Limón De Rene Camacho,0.844,0.282,0.665,7.65e-06,2,0.124,-6.522,0.0326,122.862,0.492
3qblRaS6LNQlfr2iFdisRh,spanish,Mal De Amores,Juan Magán,0.475,0.0764,0.634,0.0,10,0.408,-7.06,0.127,128.088,0.792
117PkfBYudl1lSoFFAvOM4,spanish,Estoy Aquí,Shakira,0.71,0.022,0.731,0.0,2,0.0717,-5.079,0.0403,116.944,0.871
5etssK2rpk4SnHWWD1Q6xn,spanish,Amor Clandestino,Maná,0.514,0.157,0.648,6.11e-06,2,0.15,-6.761,0.0289,147.883,0.727
3QWlqqpc4EOm52xipzSehQ,spanish,Gracias A Ti,Wisin & Yandel,0.313,0.0498,0.545,2.36e-06,7,0.249,-7.815,0.0435,159.96,0.672
0yCmmBDYc0LCce39miEJ3o,spanish,Daría,Daddy Yankee,0.818,0.117,0.712,0.0,10,0.102,-6.454,0.0633,98.989,0.878
4Vp3RsQyxbZiIiVj3JSZkp,spanish,El alma al aire,Alejandro Sanz,0.706,0.364,0.5,0.0,2,0.459,-5.16,0.0803,78.603,0.861
0M6KY0x5u65ybXHZ3IAega,spanish,Qué Vida la Mía,Reik,0.804,0.0528,0.758,0.0,9,0.183,-4.507,0.0383,98.022,0.802
7bp62Lo0nOBcfB70iUoibE,spanish,Barbie de extrarradio,Melendi,0.315,0.195,0.666,0.0,0,0.106,-5.151,0.118,153.014,0.893
7mJG18yZGq0aXKWNtK3FQf,spanish,Algo Está Cambiando,Julieta Venegas,0.365,0.0635,0.64,8.48e-05,4,0.0925,-7.997,0.0359,87.008,0.6
47bZy1SvW6MZ6n2ONeiHzk,spanish,Addicted,Prince Royce,0.78,0.386,0.535,0.0,9,0.125,-7.237,0.048,156.009,0.591
1mP9QlW2ZPoRKcIaElSB3n,spanish,Valiente,Vetusta Morla,0.608,0.00332,0.553,1.01e-05,4,0.136,-3.689,0.0356,140.03,0.908
7rGadqZ92cyRGmkDDpxAzH,spanish,Espacio sideral,Jesse & Joy,0.811,0.00576,0.605,7.32e-05,0,0.143,-6.356,0.0285,90.022,0.48
2JvYDGWN21QQOdtUlRdg7w,spanish,Señora de las Cuatro Décadas,Ricardo Arjona,0.382,0.246,0.546,0.0,7,0.0801,-5.929,0.0317,134.019,0.741
6PKAwawgAir6im5AxHcZ2h,spanish,Por Amarte Así,Cristian Castro,0.315,0.545,0.601,0.0,1,0.115,-4.532,0.0266,128.899,0.681
74RHM3SJHwhBNHiwZD1mZN,spanish,Hechicera,Maná,0.696,0.0294,0.679,0.00428,9,0.0663,-5.846,0.0332,92.945,0.755
1oInQX1RuH1TcHuDv8Gvw3,spanish,Las Avispas,Juan Luis Guerra 4.40,0.961,0.549,0.811,8.41e-06,4,0.0574,-3.068,0.0516,130.083,0.941
78GUxsLIyH3ZohwhNCTKES,spanish,Noches de bohemia,Navajita Platea,0.241,0.433,0.611,0.0,7,0.363,-9.587,0.0367,85.209,0.451
3VKFip3OdAvv4OfNTgFWeQ,spanish,,,0.726,0.0606,0.675,0.00653,11,0.103,-6.075,0.0366,97.017,0.919
6Ezrvk64WB6scceSL3lDjp,spanish,Tu Jueguito,Aventura,0.881,0.272,0.75,0.0,5,0.263,-9.705,0.042,120.505,0.472
6l3dQcg2yJWgDhgCKJUe2o,spanish,Que Buena Tu Ta,Fuego,0.883,0.205,0.815,0.00978,5,0.165,-5.305,0.0443,119.99,0.812
5gXvyioupl8Xz1Pjlb6wnS,spanish,Basta Ya - Banda,Jenni Rivera,0.71,0.555,0.594,1.57e-06,2,0.126,-4.047,0.0358,150.177,0.531
1mLYWvq7S78YJvQn082EpD,spanish,"Bem, Bem, Maria",Gipsy Kings,0.933,0.643,0.699,0.0132,5,0.0929,-13.175,0.0682,117.65,0.81
1x7pDZhoqwPYE49unok6HA,spanish,Ayer La Vi,Don Omar,0.764,0.301,0.801,2.27e-06,7,0.146,-6.13,0.0531,94.0,0.787
3TZNOCoBeIeMMTAkyMJUxq,spanish,La Pared,Shakira,0.615,0.638,0.755,0.00354,8,0.102,-7.101,0.0329,129.015,0.688
73RlsXywLvpkauWv7Mw3AB,spanish,Mi Reina,Henry Mendez,0.961,0.0501,0.811,0.0,2,0.282,-4.677,0.0473,127.932,0.93
0Y5aFVwBrhIxljBtRXgCBN,spanish,No Hay Nadie Como Tú (feat. Café Tacuba),Calle 13,0.687,0.0629,0.573,0.0,0,0.108,-5.754,0.199,199.952,0.856
1MQmr7v4wvX5rcfFMy1ggI,spanish,Vas A Llorar Por Mí,Banda El Recodo,0.848,0.59,0.472,0.0,0,0.0879,-3.672,0.0335,167.668,0.41
7FZZNhtVIMO69p56ay0t2A,spanish,No Llores Por Mi,Enrique Iglesias,0.355,0.0993,0.534,0.000235,11,0.0811,-5.816,0.0254,133.855,0.638
2hdlRbfA2Jrq0oc34CPbcp,spanish,"Te Aviso, Te Anuncio (Tango)",Shakira,0.636,0.0183,0.604,1.66e-05,11,0.0313,-5.385,0.0497,179.34,0.896
4pGqFOfzvfe6avb9kbZicC,study,Sweater Weather,The Neighbourhood,0.414,0.15,0.695,0.000212,7,0.0879,-5.325,0.042,124.015,0.615
1Er5JMNcguoBMFXxwZ7BWH,study,White Winter Hymnal,Fleet Foxes,0.649,0.437,0.629,3.33e-06,6,0.328,-9.054,0.0267,124.964,0.534
2wiXEarKt55K8aW8elRqDW,study,Carmen,Lana Del Rey,0.0379,0.098,0.524,0.000273,1,0.129,-9.57,0.0297,100.024,0.427
1nZzRJbFvCEct3uzu04ZoL,study,Part Of Me,Katy Perry,0.769,0.000417,0.678,0.0,5,0.0744,-4.63,0.0355,130.028,0.918
6pe8ENsc20Qrib5vgOrFGx,study,The Birth And Death Of The Day,Explosions In The Sky,0.0392,0.0286,0.131,0.866,9,0.167,-9.925,0.0534,177.06,0.569
6Uy6K3KdmUdAfelUp0SeXn,study,Brave,Sara Bareilles,0.758,0.00502,0.551,2.1e-05,10,0.0425,-3.838,0.0524,185.063,0.836
3pfdwzqLYcN20GvoYno1Oz,study,Girls Chase Boys,Ingrid Michaelson,0.678,0.031,0.473,1.55e-05,8,0.0414,-5.702,0.0408,84.893,0.82
5WZn6AJc3D8xM58UqPlco9,study,My Fault,Imagine Dragons,0.519,0.113,0.596,0.0195,7,0.112,-6.226,0.0392,108.51,0.814
0725YWm6Z0TpZ6wrNk64Eb,study,Super Rich Kids,Frank Ocean,0.58,0.219,0.739,0.0,3,0.196,-8.241,0.0854,60.493,0.419
77QDBf1zTvyegtTpAO5EpH,study,Mombasa,Hans Zimmer,0.338,0.00232,0.506,0.758,9,0.543,-13.287,0.0315,144.993,0.848
5unfeZUhKhICP73CDYBW4N,study,Call Me Maybe,Carly Rae Jepsen,0.648,0.0126,0.778,1.44e-06,7,0.108,-6.529,0.0384,120.045,0.615
5g7rJvWYVrloJZwKiShqlS,study,Dirty Paws,Of Monsters and Men,0.133,0.107,0.359,0.0124,3,0.0555,-7.06,0.0349,111.709,0.649
7BzhqmRj3iOZXqMHqiifHr,study,Heartbeats,Various Artists,0.316,0.974,0.552,0.731,3,0.0698,-16.746,0.0347,87.485,0.15
7apw8m9lHQjvuUVfMAm4kZ,study,Higher Love,James Vincent McMorrow,0.176,0.962,0.323,0.000348,5,0.106,-17.892,0.05,89.862,0.119
7DdXf9x75iEVCHWfoRwRuR,study,Fitzpleasure,alt-J,0.341,0.134,0.582,0.000957,9,0.102,-6.962,0.0493,143.952,0.604
1hWYT0w2R0J19rlVkiez7X,study,Battle Scars (with Guy Sebastian),Lupe Fiasco,0.494,0.186,0.517,0.0,5,0.105,-4.526,0.286,168.269,0.811
1yjY7rpaAQvKwpdUliHx0d,study,Still into You,Paramore,0.765,0.0098,0.602,0.0,5,0.0561,-3.763,0.044,136.01,0.923
4gs07VlJST4bdxGbBsXVue,study,Heartbreak Warfare,John Mayer,0.311,0.191,0.624,0.00131,2,0.299,-8.113,0.0225,97.031,0.554
3piY5aMfwEEmXMV6I9kpoi,study,Imagine,Various Artists,0.374,0.937,0.554,0.024,6,0.107,-18.254,0.0362,141.946,0.179
3r9bgSJlJz2zlevcBRYXko,study,Both of Us (feat. Taylor Swift),B.o.B,0.0483,0.0213,0.677,0.0,7,0.207,-7.088,0.0522,125.091,0.722
3Otjx9ULpmWdUbkDTYDXHc,study,Only Time,Enya,0.213,0.841,0.418,0.661,3,0.112,-13.744,0.0301,82.803,0.249
1PPTlPJqKuL0fdoTmzwXJy,study,A Window to the Past,John Williams,0.139,0.954,0.212,0.537,9,0.0998,-24.6,0.0434,106.632,0.0443
7tg0OrYieTMcQmxIczNMqE,study,Fine By Me,Andy Grammer,0.863,0.00975,0.603,0.0,11,0.0443,-4.095,0.0326,89.998,0.801
35aNHKBZWXXbL9KQK7O5Nk,study,Hurricane,MS MR,0.262,0.231,0.564,0.000179,2,0.247,-6.487,0.0357,89.938,0.68
5IZ1LVW8Q81756dAyvuQbZ,study,"Bagatelle No. 25 in A Minor, WoO 59, ""Für Elise""",Ludwig van Beethoven,0.339,0.994,0.346,0.875,9,0.0842,-21.752,0.0406,144.536,0.089
4LloVtxNZpeh7q7xdi1DQc,study,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,0.435,0.771,0.315,0.0,5,0.702,-13.262,0.0315,173.509,0.296
6QuCKdMsTW8ppnUiFmxJLF,study,"Liz On Top Of The World - From ""Pride & Prejudice"" Soundtrack",Jean-Yves Thibaudet,0.0388,0.975,0.217,0.911,3,0.0573,-21.398,0.0374,46.755,0.117
4yLSpYlcO0jPPLTa3nW8zN,study,Fly,Ludovico Einaudi,0.0347,0.994,0.174,0.861,1,0.0737,-18.717,0.0362,167.972,0.178
2fQxE0jVrjNMT9oJAXtSJR,study,Domino,Jessie J,0.781,0.0117,0.758,0.0,7,0.0418,-4.568,0.034,126.986,0.557
0HZhYMZOcUzZKSFwPOti6m,study,Jar of Hearts,Christina Perri,0.0886,0.726,0.349,0.0,3,0.12,-6.142,0.0316,74.541,0.348
4E6cwWJWZw2zWf7VFbH7wf,study,Love Song,Sara Bareilles,0.573,0.0208,0.583,0.0,2,0.188,-3.142,0.0301,123.055,0.786
1kusepF3AacIEtUTYrw4GV,summer,Paper Planes,M.I.A.,0.485,0.033,0.447,7.45e-05,2,0.722,-6.175,0.222,172.247,0.848
1RJZLVGpBG9nNZiHRQSWTp,summer,Recess,Skrillex,0.132,0.0236,0.658,0.0,5,0.578,-2.912,0.141,104.018,0.93
6wwAaPoX7Ce81Rn85Ntm89,summer,Rack City,Tyga,0.251,0.0577,0.927,1.19e-05,1,0.177,-11.088,0.39,98.949,0.33
4bi73jCM02fMpkI11Lqmfe,summer,Ai Se Eu Te Pego - Live,Michel Teló,0.834,0.347,0.674,0.0,11,0.702,-4.454,0.0699,96.051,0.937
7E26JjSamIPCLHoCWhAtB7,summer,Float,Pacific Air,0.553,0.0704,0.721,1.62e-05,9,0.21,-7.489,0.0336,120.034,0.64
2vmxF4cWxi9v9Lv055SfXt,summer,Take Back the Night,Justin Timberlake,0.347,0.0443,0.653,3.5e-05,9,0.614,-5.173,0.139,107.503,0.67
5wb91i08i51QP1shXd60ix,summer,The Sun Is Shining,Bob Marley & The Wailers,0.847,0.274,0.597,5.08e-05,0,0.0891,-7.352,0.173,73.934,0.524
0mq8gFHMpr9Pc1603T7cdS,summer,Not Giving In (feat. John Newman & Alex Clare),Rudimental,0.136,0.0169,0.465,0.00261,7,0.155,-7.259,0.0632,159.044,0.639
5R9a4t5t5O0IsznsrKPVro,summer,Single Ladies (Put a Ring on It),Beyoncé,0.272,0.0383,0.426,0.0,1,0.188,-5.293,0.296,193.437,0.584
3aazUPRslL7uysi1xjjYPv,summer,It Was Always You,Maroon 5,0.31,0.0731,0.61,1.32e-06,11,0.1,-6.567,0.0441,103.982,0.756
0i5el041vd6nxrGEU8QRxy,summer,Cruise,Florida Georgia Line,0.878,0.0191,0.457,0.0,10,0.0536,-3.364,0.0354,148.0,0.948
2gNAGt7gUiMkagkhIiDLPm,summer,Dansa Pausa,Panetoz,0.644,0.0503,0.811,0.0,0,0.309,-4.64,0.103,121.971,0.863
5ByAIlEEnxYdvpnezg7HTX,summer,Juicy - 2005 Remaster,The Notorious B.I.G.,0.782,0.47,0.889,0.0,9,0.179,-4.639,0.253,96.063,0.818
5W5JvIzGltRcBJRu6BJiev,summer,Faith - Radio Edit,Various Artists,0.63,0.00536,0.672,0.00328,9,0.226,-6.639,0.0431,127.981,0.699
619bJQ9uDi8dnXzLebFI7y,summer,When Love Takes Over (feat. Kelly Rowland),David Guetta,0.496,0.0144,0.658,0.000193,11,0.2,-4.64,0.0255,129.972,0.863
6GpcFTcLIc0eeR7Q7dVMXZ,summer,Wasted,Tiësto,0.375,0.00106,0.645,0.00264,2,0.199,-5.595,0.0294,112.028,0.832
5TayOsH85LIq21la1XGt1W,summer,Just Can’t Get Enough,Black Eyed Peas,0.251,0.19,0.485,0.0,0,0.214,-8.728,0.3,94.015,0.641
7hm4HTk9encxT0LYC0J6oI,summer,Someday,The Strokes,0.679,0.00425,0.539,0.0,9,0.367,-7.46,0.0299,106.035,0.521
7fmpKF0rLGPnP7kcQ5ZMm7,summer,"Back in Time - featured in ""Men In Black 3""",Pitbull,0.747,0.00211,0.727,1.01e-06,0,0.165,-4.516,0.0466,127.088,0.91
1ZiTsTAco85t77WNqMISDd,summer,Fall Down,will.i.am,0.312,0.0121,0.612,0.00318,0,0.127,-5.477,0.036,127.035,0.624
3ZQmQfeyoKnkqcjmKo2M06,swedish,Delelelelelelelikat (med Kapten Röd),General Knas,0.819,0.0596,0.63,0.0,7,0.171,-7.102,0.289,174.979,0.804
2HPAh1McbKtt9z6byoOiM4,swedish,Vart du än går,Niklas Strömstedt,0.592,0.549,0.527,1.52e-06,9,0.123,-7.614,0.025,87.002,0.61
3q8WojYJVZsGClFGFBYdTc,swedish,Satan i gatan,Veronica Maggio,0.506,0.362,0.58,1.39e-05,9,0.225,-8.673,0.0276,122.034,0.552
1qxBCNF8Rdp9H1ZuMpXoy3,swedish,Kyss mig,Axel Algmark,0.782,0.0296,0.536,0.0,0,0.0564,-4.216,0.136,171.887,0.899
0GiN5bEBn1jZH5npIzrKYh,swedish,Baby Boom,Magnus Uggla,0.55,0.0485,0.697,0.0,11,0.268,-4.078,0.0798,134.062,0.911
42NudepILlPMlG9gHmajYJ,swedish,Precis som jag,Daniel Adams-Ray,0.241,0.0149,0.522,0.0,2,0.178,-6.384,0.0458,121.997,0.735
33DxDFhE06bRC5tdHkIxhj,swedish,Gårdakvarnar och skit,Håkan Hellström,0.547,0.513,0.276,2.8e-06,9,0.148,-7.679,0.0268,153.146,0.59
0XYyQel2cYzXP0E2HGk0eB,swedish,Fel del av gården,Movits!,0.83,0.0743,0.782,0.00893,1,0.0403,-7.169,0.194,100.011,0.734
6RBMl3G3r9Mj2gd2fPhpAl,swedish,Nåt för dom som väntar,Miss Li,0.764,0.00771,0.631,0.0242,0,0.214,-5.71,0.0367,129.876,0.855
6LsjjCG0g9L4achzjYVjsx,swedish,Rom i regnet,Ulf Lundell,0.917,0.459,0.772,2.71e-05,2,0.0523,-8.085,0.0292,120.426,0.688
201y8N0jrbsN8WAnsCeWh7,swedish,Sen en tid tillbaka,Melissa Horn,0.519,0.223,0.683,2.62e-06,1,0.102,-7.098,0.0632,108.067,0.559
1KyjHfi9yc3c0jI0PKSnN8,swedish,Gör min dag,Petter,0.786,0.0498,0.533,0.0,11,0.336,-3.662,0.0658,114.961,0.94
2vJPplq5B8vKah2qmm2jkH,swedish,Du e la go,Kapten Röd,0.821,0.438,0.753,4.99e-05,10,0.136,-6.403,0.155,99.865,0.825
3zjtUYiQr0XkFuOd4AjLCq,swedish,Då står pojkarna på rad,Orup,0.911,0.0467,0.672,1.15e-05,0,0.0779,-4.401,0.0291,138.918,0.932
6Uz9Ri4oDApuQXzTSlAqcK,swedish,Fucka Ur,De Vet Du,0.75,0.0154,0.7,0.0,7,0.0407,-3.911,0.0313,125.041,0.827
2vKnkrBDoiW8iIWpRySvHo,swedish,Tycker om dig,Magnus Uggla,0.623,0.00722,0.323,0.0,2,0.255,-6.467,0.0463,144.036,0.8
0fmQ692NrBq51GSFVNV3og,swedish,Visa vid vindens ängar,Håkan Hellström,0.336,0.302,0.172,0.0492,11,0.263,-5.677,0.032,102.605,0.659
1fEgtkMkRbNN1aaxHTmTMY,swedish,Kevlarsjäl,kent,0.351,0.0233,0.511,0.0,1,0.101,-5.172,0.0315,135.984,0.728
4ah7cN6mRuYsvasYjdUh8t,swedish,Ur balans,Stiftelsen,0.517,0.000373,0.625,1.78e-06,4,0.114,-5.485,0.0308,141.933,0.659
01QLHKTM642evmldSobVQw,swedish,Flickan och kråkan,Timbuktu,0.523,0.0406,0.768,0.0,6,0.042,-6.77,0.212,135.975,0.676
0CxAqCP8XZWc96rc0naJ4S,swedish,Full av liv,Thomas Stenström,0.24,0.000409,0.502,0.0,1,0.208,-4.03,0.0412,147.021,0.916
4ug3Kja66EmTQHdXy4u7KN,swedish,Två av oss,Various Artists,0.511,0.00708,0.449,0.0,6,0.154,-8.557,0.0436,140.067,0.521
0fbyHCbGs4F9B8I2BqAvOq,swedish,Ett Snedsteg Bort,Kapten Röd,0.727,0.426,0.653,0.0,8,0.0802,-8.355,0.515,169.941,0.512
5rWyQmUb7eBoxC6oHTJNBW,swedish,Jag klär av mig naken,Eva Dahlgren,0.605,0.0619,0.724,0.0,5,0.411,-8.682,0.0424,113.219,0.622
3ze452XofBjygNhbn0aeBh,swedish,FF,kent,0.95,0.000267,0.628,0.00506,5,0.111,-5.443,0.0335,124.817,0.912
75lONKZNhv4bvUxiwzKxIc,swedish,Dance With Somebody - Radio Version,Mando Diao,0.582,0.00221,0.555,0.0,1,0.121,-4.039,0.0799,150.065,0.894
2b712q3E27nyW6LGsZxr0y,swedish,Dancing On My Own,Robyn,0.261,0.0743,0.687,0.225,6,0.0966,-4.663,0.0349,117.015,0.865
7zQXlpaBniXYrmDfiCzI9t,swedish,Kom igen Lena!,Håkan Hellström,0.544,0.000613,0.427,0.0,2,0.372,-4.221,0.0663,106.311,0.938
122K0DFci25e5DDGCpgIYd,swedish,Inget kan ändra på det,Veronica Maggio,0.306,0.382,0.468,0.0139,2,0.0528,-10.103,0.0539,116.106,0.372
5yVkWdTFlPrnUjnA24ta3M,swedish,Upp över mina öron,Orup,0.981,0.119,0.722,0.0,0,0.389,-4.004,0.0364,136.002,0.935
56e777pmzJym3FetUJgwpn,swedish,Hur ska det gå?,Melissa Horn,0.841,0.784,0.555,4.44e-05,8,0.151,-9.779,0.0492,101.495,0.469
6G0MfBXF1QlLpgP8pKngzs,swedish,Shoreline - Radio Version,Anna Ternheim,0.201,0.992,0.357,0.000648,7,0.109,-15.385,0.0363,117.584,0.108
05ZF9bGYQnljn8kJYTVCu7,swedish,Stora trygga vargen,Maskinen,0.751,0.201,0.543,0.0,1,0.118,-6.135,0.12,176.168,0.786
09o8YE3Ta7YRXh5NI9HPZQ,swedish,Rara Söta Anna,Ronny & Ragge,0.404,0.118,0.732,0.0,0,0.271,-5.799,0.035,105.055,0.892
4VrGv42lpTfXzKnWGT5VD0,swedish,Från balkongen,Oskar Linnros,0.567,0.111,0.61,0.0035,1,0.0895,-5.5,0.115,155.015,0.843
5VmpnbVW9wZ8Z7YfyGMVxX,swedish,Vinden har vänt,Petter,0.73,0.0505,0.718,0.0,7,0.649,-6.288,0.254,89.658,0.827
6ko8jV06hj9fg0YrgcxVy2,swedish,Papaya Coconut (feat. Dr Alban),Various Artists,0.72,0.00334,0.773,0.455,0,0.111,-9.9,0.0405,131.97,0.752
5fmjQPa7rtQ8FAOozL36mV,swedish,Innan mörkret faller,Lars Winnerbäck,0.897,0.0457,0.444,0.00138,2,0.344,-7.629,0.0277,149.322,0.838
